sample_id,seed,task_family,target,oracle_expert,random_expert,learned_expert,learned_entropy,mlp_pred,graph_pred,attention_v1_pred,attention_v2_pred,learned_pred,oracle_pred,is_correct,route_matches_oracle
566,23,feature,1,mlp,attention_v2,mlp,0.2351,1,1,1,1,1,1,1,1
567,23,relational,0,graph,mlp,graph,0.4058,0,0,0,0,0,0,1,1
568,23,feature,1,mlp,graph,mlp,0.3917,1,1,0,0,1,1,1,1
569,23,relational,0,graph,mlp,graph,0.3841,0,0,0,0,0,0,1,1
570,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0406,0,0,0,1,1,1,1,1
571,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0369,0,0,1,1,1,1,1,1
572,23,contextual,1,attention_v2,graph,attention_v2,0.0475,0,0,1,1,1,1,1,1
573,23,contextual,0,attention_v2,attention,attention_v2,0.0552,0,0,0,0,0,0,1,1
574,23,contextual,0,attention_v2,mlp,attention_v2,0.1296,1,1,1,0,0,0,1,1
575,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0534,0,0,0,1,1,1,1,1
576,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0337,0,0,0,0,0,0,1,1
577,23,relational,1,graph,attention,graph,0.4027,0,1,1,1,1,1,1,1
578,23,contextual,0,attention_v2,attention,attention_v2,0.1019,0,0,0,0,0,0,1,1
579,23,contextual,0,attention_v2,mlp,attention_v2,0.0526,0,0,1,0,0,0,1,1
580,23,relational,0,graph,graph,graph,0.3787,0,0,1,0,0,0,1,1
581,23,relational,0,graph,attention_v2,graph,0.6750,0,0,0,0,0,0,1,1
582,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0907,0,0,1,1,1,1,1,1
583,23,relational,1,graph,graph,graph,0.4047,0,1,0,1,1,1,1,1
584,23,contextual,1,attention_v2,graph,attention_v2,0.0343,0,1,1,1,1,1,1,1
585,23,feature,1,mlp,attention_v2,mlp,0.2172,1,1,1,1,1,1,1,1
586,23,relational,0,graph,attention,graph,0.2851,0,1,1,1,1,1,0,1
587,23,feature,0,mlp,attention_v2,mlp,0.3643,0,1,1,0,0,0,1,1
588,23,feature,0,mlp,attention_v2,mlp,0.3453,0,1,1,1,0,0,1,1
589,23,feature,1,mlp,mlp,mlp,0.2363,1,1,1,1,1,1,1,1
590,23,relational,1,graph,mlp,graph,0.6310,0,1,1,1,1,1,1,1
591,23,feature,0,mlp,graph,mlp,0.2442,0,1,0,0,0,0,1,1
592,23,contextual,1,attention_v2,attention,attention_v2,0.0335,0,0,1,1,1,1,1,1
593,23,feature,1,mlp,mlp,mlp,0.2256,1,1,1,1,1,1,1,1
594,23,feature,0,mlp,attention,mlp,0.2513,0,1,0,0,0,0,1,1
595,23,relational,0,graph,attention_v2,graph,0.5349,0,0,1,0,0,0,1,1
596,23,relational,0,graph,graph,graph,0.2213,0,1,1,1,1,1,0,1
597,23,feature,0,mlp,mlp,mlp,0.2478,0,1,0,0,0,0,1,1
598,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0856,0,0,0,0,0,0,1,1
599,23,contextual,0,attention_v2,mlp,attention_v2,0.0484,0,0,0,0,0,0,1,1
600,23,feature,1,mlp,mlp,mlp,0.4065,1,1,0,0,1,1,1,1
601,23,feature,0,mlp,attention_v2,mlp,0.3643,0,1,1,1,0,0,1,1
602,23,contextual,1,attention_v2,mlp,attention_v2,0.0718,0,0,0,1,1,1,1,1
603,23,feature,0,mlp,attention,mlp,0.2467,0,1,0,0,0,0,1,1
604,23,feature,0,mlp,attention,mlp,0.2407,0,1,0,0,0,0,1,1
605,23,feature,1,mlp,mlp,mlp,0.3928,1,1,0,0,1,1,1,1
606,23,feature,0,mlp,attention_v2,mlp,0.3559,0,1,1,1,0,0,1,1
607,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0424,0,0,0,0,0,0,1,1
608,23,relational,1,graph,mlp,graph,0.5103,0,0,1,1,0,0,0,1
609,23,feature,1,mlp,attention,mlp,0.3868,1,1,0,0,1,1,1,1
610,23,relational,0,graph,mlp,graph,0.2550,0,0,0,0,0,0,1,1
611,23,relational,1,graph,mlp,graph,0.4868,0,1,1,1,1,1,1,1
612,23,contextual,1,attention_v2,attention,attention_v2,0.0457,0,0,1,1,1,1,1,1
613,23,contextual,1,attention_v2,attention,attention_v2,0.0296,0,0,0,1,1,1,1,1
614,23,feature,1,mlp,mlp,mlp,0.3869,1,1,0,0,1,1,1,1
615,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0445,0,0,1,1,1,1,1,1
616,23,contextual,1,attention_v2,mlp,attention_v2,0.0326,0,0,1,1,1,1,1,1
617,23,contextual,1,attention_v2,graph,attention_v2,0.0538,0,0,0,1,1,1,1,1
618,23,relational,1,graph,attention,graph,0.7121,0,0,0,0,0,0,0,1
619,23,relational,1,graph,graph,graph,0.3396,0,1,0,0,1,1,1,1
620,23,relational,1,graph,mlp,graph,0.3172,0,0,0,1,0,0,0,1
621,23,contextual,1,attention_v2,graph,attention_v2,0.0452,0,1,1,1,1,1,1,1
622,23,feature,0,mlp,graph,mlp,0.3454,0,1,1,1,0,0,1,1
623,23,contextual,1,attention_v2,graph,attention_v2,0.0613,0,0,0,1,1,1,1,1
624,23,contextual,1,attention_v2,mlp,attention_v2,0.0450,0,0,0,1,1,1,1,1
625,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0517,0,0,1,0,0,0,1,1
626,23,relational,1,graph,graph,graph,0.2824,0,0,0,0,0,0,0,1
627,23,feature,0,mlp,mlp,mlp,0.2576,0,1,0,0,0,0,1,1
628,23,relational,1,graph,attention_v2,graph,0.3803,0,1,1,0,1,1,1,1
629,23,relational,0,graph,graph,graph,0.4194,0,0,0,0,0,0,1,1
630,23,feature,0,mlp,mlp,mlp,0.3585,0,1,1,1,0,0,1,1
631,23,feature,0,mlp,attention,mlp,0.2510,0,1,0,0,0,0,1,1
632,23,feature,0,mlp,attention_v2,mlp,0.2563,0,1,0,0,0,0,1,1
633,23,relational,1,graph,mlp,graph,0.3419,0,1,0,0,1,1,1,1
634,23,contextual,0,attention_v2,mlp,attention_v2,0.0327,0,0,1,0,0,0,1,1
635,23,contextual,1,attention_v2,attention,attention_v2,0.0332,0,0,1,1,1,1,1,1
636,23,feature,0,mlp,attention_v2,mlp,0.3855,0,1,1,1,0,0,1,1
637,23,relational,0,graph,attention_v2,graph,0.4769,0,0,1,0,0,0,1,1
638,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0441,0,0,0,1,1,1,1,1
639,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0625,0,0,0,1,1,1,1,1
640,23,relational,1,graph,attention,graph,0.6911,0,1,1,1,1,1,1,1
641,23,feature,1,mlp,mlp,mlp,0.4034,1,1,0,0,1,1,1,1
642,23,relational,1,graph,attention,graph,0.3207,0,1,1,1,1,1,1,1
643,23,relational,0,graph,attention_v2,graph,0.1885,0,1,1,1,1,1,0,1
644,23,relational,0,graph,graph,graph,0.5075,0,0,1,0,0,0,1,1
645,23,feature,0,mlp,attention_v2,mlp,0.2522,0,1,0,0,0,0,1,1
646,23,contextual,0,attention_v2,graph,attention_v2,0.0578,0,0,1,0,0,0,1,1
647,23,feature,0,mlp,attention_v2,mlp,0.3631,0,1,1,1,0,0,1,1
648,23,contextual,1,attention_v2,graph,attention_v2,0.0570,0,0,1,1,1,1,1,1
649,23,contextual,0,attention_v2,mlp,attention_v2,0.0750,0,1,1,0,0,0,1,1
650,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0479,0,0,1,0,0,0,1,1
651,23,feature,1,mlp,graph,mlp,0.3839,1,1,0,0,1,1,1,1
652,23,relational,0,graph,mlp,graph,0.6737,0,0,0,0,0,0,1,1
653,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0441,0,0,1,0,0,0,1,1
654,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0415,0,0,0,0,0,0,1,1
655,23,relational,1,graph,attention_v2,graph,0.5052,0,1,0,1,1,1,1,1
656,23,feature,0,mlp,graph,mlp,0.2498,0,1,0,0,0,0,1,1
657,23,relational,0,graph,attention_v2,graph,0.2523,0,1,0,0,1,1,0,1
658,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0414,0,0,1,0,0,0,1,1
659,23,contextual,1,attention_v2,attention,attention_v2,0.0416,0,0,0,1,1,1,1,1
660,23,relational,0,graph,attention,graph,0.5723,0,0,1,1,0,0,1,1
661,23,feature,0,mlp,graph,mlp,0.2581,0,1,0,0,0,0,1,1
662,23,relational,0,graph,mlp,graph,0.3682,0,0,0,0,0,0,1,1
663,23,relational,0,graph,attention,graph,0.7030,0,0,1,1,0,0,1,1
664,23,relational,1,graph,attention_v2,graph,0.5214,0,1,1,0,1,1,1,1
665,23,feature,1,mlp,attention,mlp,0.2518,1,1,1,1,1,1,1,1
666,23,relational,0,graph,graph,graph,0.7794,0,0,1,0,0,0,1,1
667,23,contextual,0,attention_v2,attention,attention_v2,0.0288,0,0,1,0,0,0,1,1
668,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0392,0,1,1,0,0,0,1,1
669,23,contextual,0,attention_v2,attention,attention_v2,0.0428,0,0,1,0,0,0,1,1
670,23,feature,0,mlp,graph,mlp,0.2560,0,1,0,0,0,0,1,1
671,23,feature,0,mlp,attention_v2,mlp,0.3785,0,1,1,0,0,0,1,1
672,23,feature,1,mlp,graph,mlp,0.2331,1,1,1,1,1,1,1,1
673,23,relational,0,graph,graph,graph,0.3956,0,1,1,1,1,1,0,1
674,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0994,0,0,0,1,1,1,1,1
675,23,contextual,1,attention_v2,attention_v2,attention_v2,0.1027,0,0,0,1,1,1,1,1
676,23,feature,1,mlp,graph,mlp,0.2309,1,1,1,1,1,1,1,1
677,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0653,0,0,1,0,0,0,1,1
678,23,relational,1,graph,mlp,graph,0.6299,0,1,1,0,1,1,1,1
679,23,contextual,1,attention_v2,graph,attention_v2,0.0506,0,0,0,1,1,1,1,1
680,23,feature,0,mlp,attention,mlp,0.2475,0,1,0,0,0,0,1,1
681,23,relational,0,graph,attention,graph,0.3505,0,0,1,1,0,0,1,1
682,23,feature,0,mlp,attention,mlp,0.3682,0,1,1,0,0,0,1,1
683,23,contextual,1,attention_v2,attention,attention_v2,0.0466,0,0,1,1,1,1,1,1
684,23,relational,0,graph,attention_v2,graph,0.4838,0,0,1,0,0,0,1,1
685,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0799,0,0,1,1,1,1,1,1
686,23,relational,0,graph,mlp,graph,0.3946,0,0,1,1,0,0,1,1
687,23,feature,0,mlp,attention,mlp,0.3586,0,1,1,0,0,0,1,1
688,23,contextual,0,attention_v2,graph,attention_v2,0.0358,0,0,0,0,0,0,1,1
689,23,feature,0,mlp,mlp,mlp,0.2550,0,1,0,0,0,0,1,1
690,23,relational,0,graph,mlp,graph,0.6540,0,0,1,0,0,0,1,1
691,23,relational,0,graph,attention,graph,0.5413,0,0,0,0,0,0,1,1
692,23,feature,1,mlp,attention,mlp,0.2255,1,1,1,1,1,1,1,1
693,23,contextual,1,attention_v2,mlp,attention_v2,0.0378,0,0,1,1,1,1,1,1
694,23,relational,0,graph,mlp,graph,0.5696,0,0,0,0,0,0,1,1
695,23,contextual,0,attention_v2,attention,attention_v2,0.0702,0,0,1,0,0,0,1,1
696,23,contextual,0,attention_v2,graph,attention_v2,0.0614,0,0,1,0,0,0,1,1
697,23,contextual,1,attention_v2,attention,attention_v2,0.0545,0,0,0,1,1,1,1,1
698,23,relational,0,graph,attention,graph,0.5359,0,0,0,1,0,0,1,1
699,23,contextual,1,attention_v2,graph,attention_v2,0.0415,0,0,0,1,1,1,1,1
700,23,contextual,1,attention_v2,graph,attention_v2,0.0559,0,0,0,1,1,1,1,1
701,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0553,0,1,1,1,1,1,1,1
702,23,feature,0,mlp,attention_v2,mlp,0.2618,0,1,0,0,0,0,1,1
703,23,feature,0,mlp,attention_v2,mlp,0.3616,0,1,1,1,0,0,1,1
704,23,contextual,1,attention_v2,mlp,attention_v2,0.0451,0,0,0,1,1,1,1,1
705,23,relational,0,graph,graph,graph,0.5213,0,1,1,0,1,1,0,1
706,23,feature,1,mlp,attention,mlp,0.3874,1,1,0,0,1,1,1,1
707,23,relational,0,graph,attention,graph,0.2419,0,0,0,0,0,0,1,1
708,23,relational,0,graph,mlp,graph,0.5906,0,0,0,0,0,0,1,1
709,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0479,0,1,1,1,1,1,1,1
710,23,feature,0,mlp,attention,mlp,0.3649,0,1,1,1,0,0,1,1
711,23,feature,0,mlp,graph,mlp,0.2640,0,1,0,0,0,0,1,1
712,23,relational,0,graph,mlp,graph,0.6877,0,0,1,0,0,0,1,1
713,23,feature,0,mlp,attention_v2,mlp,0.3652,0,1,1,1,0,0,1,1
714,23,feature,1,mlp,graph,mlp,0.2357,1,1,1,1,1,1,1,1
715,23,feature,1,mlp,attention_v2,mlp,0.3804,1,1,0,0,1,1,1,1
716,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0559,0,0,1,0,0,0,1,1
717,23,contextual,1,attention_v2,attention_v2,attention_v2,0.0345,0,0,0,1,1,1,1,1
718,23,contextual,0,attention_v2,attention_v2,attention_v2,0.0523,0,0,1,0,0,0,1,1
719,23,contextual,1,attention_v2,mlp,attention_v2,0.0901,0,0,1,1,1,1,1,1
0,37,relational,0,graph,attention_v2,graph,0.2036,0,1,1,0,1,1,0,1
1,37,contextual,1,attention_v2,attention_v2,attention_v2,0.1658,0,0,0,1,1,1,1,1
2,37,relational,1,graph,graph,graph,0.1685,0,1,0,1,1,1,1,1
3,37,relational,1,graph,mlp,graph,0.9158,0,1,1,0,1,1,1,1
4,37,contextual,1,attention_v2,attention,attention_v2,0.3604,0,0,0,1,1,1,1,1
5,37,feature,0,mlp,mlp,attention,0.0896,0,1,0,1,0,0,1,0
6,37,relational,1,graph,mlp,graph,0.2169,0,0,0,0,0,0,0,1
7,37,contextual,0,attention_v2,graph,attention_v2,0.2053,0,0,0,0,0,0,1,1
8,37,contextual,1,attention_v2,mlp,attention_v2,0.2413,0,0,0,1,1,1,1,1
9,37,relational,1,graph,attention_v2,graph,0.3435,0,0,0,1,0,0,0,1
10,37,relational,1,graph,attention,graph,0.1070,0,1,0,1,1,1,1,1
11,37,relational,0,graph,graph,graph,0.3628,0,0,1,1,0,0,1,1
12,37,relational,0,graph,mlp,graph,0.1409,0,1,0,0,1,1,0,1
13,37,contextual,0,attention_v2,graph,attention_v2,0.1810,0,0,0,0,0,0,1,1
14,37,contextual,1,attention_v2,mlp,attention_v2,0.2068,0,0,0,1,1,1,1,1
15,37,feature,1,mlp,graph,graph,0.1354,1,1,0,0,1,1,1,0
16,37,feature,0,mlp,graph,mlp,0.1643,0,1,1,0,0,0,1,1
17,37,contextual,0,attention_v2,attention_v2,attention_v2,0.1757,0,0,0,0,0,0,1,1
18,37,relational,1,graph,mlp,graph,0.2094,0,1,1,0,1,1,1,1
19,37,feature,1,mlp,graph,graph,0.1356,1,1,0,0,1,1,1,0
20,37,feature,0,mlp,attention,mlp,0.1682,0,1,1,0,0,0,1,1
21,37,contextual,0,attention_v2,graph,attention_v2,0.2327,0,0,0,0,0,0,1,1
22,37,feature,1,mlp,attention,attention_v2,0.3498,1,1,0,1,1,1,1,0
23,37,feature,0,mlp,graph,attention,0.0827,0,1,0,1,0,0,1,0
24,37,feature,1,mlp,mlp,graph,0.1314,1,1,0,0,1,1,1,0
25,37,contextual,0,attention_v2,attention,attention_v2,0.2065,0,0,1,0,0,0,1,1
26,37,relational,1,graph,attention,graph,0.0731,0,1,0,0,1,1,1,1
27,37,contextual,1,attention_v2,attention,attention_v2,0.5684,0,0,0,1,1,1,1,1
28,37,contextual,0,attention_v2,mlp,attention_v2,0.3986,0,1,1,0,0,0,1,1
29,37,relational,0,graph,attention,graph,0.3067,0,0,0,1,0,0,1,1
30,37,contextual,0,attention_v2,attention,attention_v2,0.2203,0,0,0,0,0,0,1,1
31,37,contextual,0,attention_v2,graph,attention_v2,0.4145,0,1,1,0,0,0,1,1
32,37,feature,0,mlp,mlp,attention,0.0872,0,1,0,1,0,0,1,0
33,37,relational,0,graph,mlp,graph,0.4196,0,0,1,0,0,0,1,1
34,37,contextual,1,attention_v2,mlp,attention_v2,0.1814,0,0,0,1,1,1,1,1
35,37,relational,1,graph,graph,graph,0.2030,0,0,0,1,0,0,0,1
36,37,relational,1,graph,mlp,graph,0.1678,0,1,0,1,1,1,1,1
37,37,contextual,1,attention_v2,attention_v2,attention_v2,0.4359,0,0,0,1,1,1,1,1
38,37,contextual,1,attention_v2,mlp,attention_v2,0.5609,0,0,1,1,1,1,1,1
39,37,contextual,1,attention_v2,graph,attention_v2,0.2685,0,0,0,1,1,1,1,1
40,37,relational,0,graph,attention_v2,graph,0.3164,0,0,1,1,0,0,1,1
41,37,relational,1,graph,graph,graph,0.3748,0,1,0,0,1,1,1,1
42,37,feature,1,mlp,mlp,attention_v2,0.3566,1,1,0,1,1,1,1,0
43,37,relational,0,graph,mlp,graph,0.2759,0,0,0,0,0,0,1,1
44,37,contextual,0,attention_v2,graph,attention_v2,0.1509,0,1,1,0,0,0,1,1
45,37,feature,0,mlp,graph,mlp,0.1619,0,1,1,1,0,0,1,1
46,37,feature,0,mlp,mlp,mlp,0.1727,0,1,1,0,0,0,1,1
47,37,contextual,1,attention_v2,attention_v2,attention_v2,0.2316,0,1,1,1,1,1,1,1
48,37,relational,1,graph,graph,graph,0.3410,0,1,1,0,1,1,1,1
49,37,relational,0,graph,mlp,graph,0.1318,0,0,0,1,0,0,1,1
50,37,feature,1,mlp,attention,attention_v2,0.3430,1,1,0,1,1,1,1,0
51,37,relational,1,graph,attention_v2,graph,0.8139,0,1,1,1,1,1,1,1
52,37,contextual,0,attention_v2,graph,attention_v2,0.2427,0,0,0,0,0,0,1,1
53,37,feature,1,mlp,attention,graph,0.1359,1,1,0,0,1,1,1,0
54,37,contextual,0,attention_v2,attention,attention_v2,0.8367,0,1,0,0,0,0,1,1
55,37,contextual,0,attention_v2,attention,attention_v2,0.2080,0,0,0,0,0,0,1,1
56,37,feature,1,mlp,attention,graph,0.1370,1,1,0,0,1,1,1,0
57,37,relational,1,graph,attention_v2,graph,0.2207,0,0,0,1,0,0,0,1
58,37,relational,1,graph,attention_v2,graph,0.2311,0,1,0,1,1,1,1,1
59,37,relational,0,graph,attention,graph,0.2095,0,1,0,1,1,1,0,1
60,37,contextual,1,attention_v2,mlp,attention_v2,0.2354,0,0,0,1,1,1,1,1
61,37,feature,1,mlp,graph,attention_v2,0.3479,1,1,0,1,1,1,1,0
62,37,contextual,0,attention_v2,mlp,attention_v2,0.3868,0,1,0,0,0,0,1,1
63,37,contextual,0,attention_v2,attention_v2,attention_v2,0.1973,0,1,0,0,0,0,1,1
64,37,relational,1,graph,attention,graph,0.1353,0,1,0,0,1,1,1,1
65,37,relational,0,graph,graph,graph,0.1759,0,1,1,1,1,1,0,1
66,37,feature,1,mlp,attention_v2,attention_v2,0.3419,1,1,0,1,1,1,1,0
67,37,feature,1,mlp,attention_v2,attention_v2,0.3655,1,1,0,1,1,1,1,0
68,37,feature,0,mlp,graph,attention,0.0881,0,1,0,1,0,0,1,0
69,37,relational,1,graph,graph,graph,0.2278,0,0,0,0,0,0,0,1
70,37,relational,0,graph,attention_v2,graph,0.1979,0,1,0,1,1,1,0,1
71,37,relational,0,graph,attention_v2,graph,0.2884,0,0,1,1,0,0,1,1
72,37,contextual,1,attention_v2,mlp,attention_v2,0.2426,0,1,1,1,1,1,1,1
73,37,contextual,1,attention_v2,mlp,attention_v2,0.0978,0,1,0,1,1,1,1,1
74,37,contextual,1,attention_v2,mlp,attention_v2,0.5684,0,1,0,1,1,1,1,1
75,37,contextual,0,attention_v2,attention,attention_v2,0.2754,0,0,0,0,0,0,1,1
76,37,feature,0,mlp,graph,mlp,0.1652,0,1,1,0,0,0,1,1
77,37,feature,1,mlp,graph,graph,0.1378,1,1,0,0,1,1,1,0
78,37,feature,1,mlp,attention_v2,graph,0.1335,1,1,0,0,1,1,1,0
79,37,feature,1,mlp,attention_v2,attention_v2,0.3542,1,1,0,1,1,1,1,0
80,37,relational,0,graph,attention_v2,graph,0.2205,0,1,1,0,1,1,0,1
81,37,feature,0,mlp,graph,attention,0.0879,0,1,0,1,0,0,1,0
82,37,contextual,1,attention_v2,attention_v2,attention_v2,0.2162,0,0,0,1,1,1,1,1
83,37,contextual,1,attention_v2,attention_v2,attention_v2,0.2462,0,0,0,1,1,1,1,1
84,37,relational,1,graph,mlp,graph,0.1312,0,1,0,0,1,1,1,1
85,37,contextual,0,attention_v2,attention,attention_v2,0.1840,0,0,0,0,0,0,1,1
86,37,feature,1,mlp,attention_v2,attention_v2,0.3356,1,1,0,1,1,1,1,0
87,37,relational,0,graph,attention,graph,0.1240,0,0,0,1,0,0,1,1
88,37,feature,1,mlp,attention_v2,graph,0.1366,1,1,0,0,1,1,1,0
89,37,feature,1,mlp,attention_v2,graph,0.1321,1,1,0,0,1,1,1,0
90,37,relational,1,graph,mlp,graph,0.2063,0,0,0,1,0,0,0,1
91,37,contextual,1,attention_v2,mlp,attention_v2,0.8291,0,1,0,1,1,1,1,1
92,37,feature,0,mlp,mlp,attention,0.0879,0,1,0,1,0,0,1,0
93,37,relational,0,graph,attention_v2,graph,0.2145,0,0,0,1,0,0,1,1
94,37,feature,1,mlp,attention,graph,0.1357,1,1,0,0,1,1,1,0
95,37,feature,1,mlp,graph,graph,0.1427,1,1,0,0,1,1,1,0
96,37,contextual,0,attention_v2,mlp,attention_v2,0.1756,0,1,0,0,0,0,1,1
97,37,relational,0,graph,graph,graph,0.2227,0,0,0,1,0,0,1,1
98,37,relational,0,graph,graph,graph,0.1787,0,0,1,1,0,0,1,1
99,37,relational,0,graph,graph,graph,0.1535,0,0,0,0,0,0,1,1
100,37,relational,1,graph,attention,graph,0.1270,0,1,0,1,1,1,1,1
101,37,relational,0,graph,graph,graph,0.1338,0,0,0,0,0,0,1,1
102,37,relational,1,graph,graph,graph,0.3349,0,0,0,0,0,0,0,1
103,37,contextual,1,attention_v2,attention,attention_v2,0.2578,0,1,0,1,1,1,1,1
104,37,contextual,0,attention_v2,mlp,attention_v2,0.3045,0,1,0,0,0,0,1,1
105,37,feature,0,mlp,mlp,mlp,0.1683,0,1,1,0,0,0,1,1
106,37,feature,1,mlp,graph,graph,0.1287,1,1,0,0,1,1,1,0
107,37,contextual,0,attention_v2,attention,attention_v2,0.1483,0,0,0,0,0,0,1,1
108,37,contextual,1,attention_v2,attention_v2,attention_v2,0.3693,0,0,0,1,1,1,1,1
109,37,relational,1,graph,graph,graph,0.1132,0,1,0,0,1,1,1,1
110,37,contextual,0,attention_v2,graph,attention_v2,0.4182,0,0,0,0,0,0,1,1
111,37,contextual,0,attention_v2,attention_v2,attention_v2,0.2510,0,0,0,0,0,0,1,1
112,37,feature,0,mlp,attention_v2,mlp,0.1616,0,1,1,0,0,0,1,1
113,37,contextual,0,attention_v2,mlp,attention_v2,0.1696,0,0,1,0,0,0,1,1
114,37,relational,1,graph,attention_v2,graph,0.2284,0,0,0,0,0,0,0,1
115,37,relational,1,graph,attention_v2,graph,0.1665,0,1,0,1,1,1,1,1
116,37,contextual,1,attention_v2,attention_v2,attention_v2,0.4318,0,1,1,1,1,1,1,1
117,37,feature,0,mlp,mlp,mlp,0.1613,0,1,1,1,0,0,1,1
118,37,contextual,0,attention_v2,attention,attention_v2,0.1222,0,1,1,0,0,0,1,1
119,37,contextual,0,attention_v2,mlp,attention_v2,0.2706,0,1,1,0,0,0,1,1
120,37,relational,1,graph,mlp,graph,0.1991,0,0,0,0,0,0,0,1
121,37,relational,0,graph,graph,graph,0.1375,0,1,0,0,1,1,0,1
122,37,contextual,1,attention_v2,graph,attention_v2,0.4232,0,0,1,1,1,1,1,1
123,37,feature,1,mlp,graph,graph,0.1412,1,1,0,0,1,1,1,0
124,37,contextual,1,attention_v2,attention,attention_v2,0.4346,0,1,1,1,1,1,1,1
125,37,contextual,0,attention_v2,graph,attention_v2,0.3543,0,1,1,0,0,0,1,1
126,37,relational,0,graph,attention_v2,graph,0.1884,0,0,0,0,0,0,1,1
127,37,relational,0,graph,graph,graph,0.2115,0,0,0,0,0,0,1,1
128,37,feature,0,mlp,mlp,mlp,0.1626,0,1,1,0,0,0,1,1
129,37,relational,1,graph,attention_v2,graph,0.2443,0,1,0,0,1,1,1,1
130,37,contextual,0,attention_v2,graph,attention_v2,0.1302,0,0,0,0,0,0,1,1
131,37,relational,1,graph,mlp,graph,0.3330,0,1,1,1,1,1,1,1
132,37,contextual,0,attention_v2,attention,attention_v2,0.3719,0,1,1,0,0,0,1,1
133,37,feature,1,mlp,attention_v2,attention_v2,0.3589,1,1,0,1,1,1,1,0
134,37,relational,0,graph,mlp,graph,0.2218,0,0,0,1,0,0,1,1
135,37,contextual,1,attention_v2,attention,attention_v2,0.3154,0,0,1,1,1,1,1,1
136,37,contextual,0,attention_v2,attention_v2,attention_v2,0.2149,0,1,1,0,0,0,1,1
137,37,relational,0,graph,attention,graph,0.4925,0,0,1,1,0,0,1,1
138,37,contextual,0,attention_v2,mlp,attention_v2,0.1575,0,0,1,0,0,0,1,1
139,37,relational,0,graph,mlp,graph,0.2360,0,0,0,0,0,0,1,1
140,37,contextual,0,attention_v2,mlp,attention_v2,0.2609,0,0,0,0,0,0,1,1
141,37,relational,1,graph,attention,graph,0.1072,0,1,1,1,1,1,1,1
142,37,feature,1,mlp,attention_v2,attention_v2,0.3403,1,1,0,1,1,1,1,0
143,37,contextual,0,attention_v2,mlp,attention_v2,0.4246,0,0,0,0,0,0,1,1
144,37,feature,0,mlp,attention_v2,mlp,0.1714,0,1,1,0,0,0,1,1
145,37,feature,0,mlp,attention,attention,0.0871,0,1,0,1,0,0,1,0
146,37,feature,0,mlp,mlp,mlp,0.1671,0,1,1,0,0,0,1,1
147,37,contextual,0,attention_v2,graph,attention_v2,0.2601,0,0,0,0,0,0,1,1
148,37,feature,0,mlp,graph,attention,0.0886,0,1,0,1,0,0,1,0
149,37,feature,1,mlp,attention_v2,graph,0.1378,1,1,0,0,1,1,1,0
150,37,contextual,0,attention_v2,graph,attention_v2,0.2240,0,1,0,0,0,0,1,1
151,37,relational,0,graph,graph,graph,0.1786,0,0,1,1,0,0,1,1
152,37,contextual,1,attention_v2,graph,attention_v2,0.2479,0,1,1,1,1,1,1,1
153,37,contextual,1,attention_v2,attention,attention_v2,0.1432,0,1,0,1,1,1,1,1
154,37,contextual,1,attention_v2,attention_v2,attention_v2,0.1739,0,1,0,1,1,1,1,1
155,37,contextual,0,attention_v2,attention_v2,attention_v2,0.5949,0,0,0,0,0,0,1,1
156,37,feature,1,mlp,graph,graph,0.1418,1,1,0,0,1,1,1,0
157,37,feature,0,mlp,mlp,mlp,0.1679,0,1,1,0,0,0,1,1
158,37,contextual,0,attention_v2,mlp,attention_v2,0.2748,0,0,0,0,0,0,1,1
159,37,relational,0,graph,attention_v2,graph,0.5890,0,0,1,0,0,0,1,1
160,37,contextual,0,attention_v2,mlp,attention_v2,0.2234,0,0,1,0,0,0,1,1
161,37,contextual,0,attention_v2,attention_v2,attention_v2,0.9514,0,0,0,0,0,0,1,1
162,37,contextual,0,attention_v2,attention,attention_v2,0.3071,0,0,0,0,0,0,1,1
163,37,relational,0,graph,graph,graph,0.6744,0,1,1,1,1,1,0,1
164,37,feature,0,mlp,attention_v2,mlp,0.1616,0,1,1,0,0,0,1,1
165,37,feature,1,mlp,attention_v2,attention_v2,0.3615,1,1,0,1,1,1,1,0
